sample,total_count,population,count,percentage
sample02155,92824.0,cd8_t_cell,25054.0,26.9909
sample02155,92824.0,monocyte,21893.0,23.5855
sample02155,92824.0,nk_cell,10221.0,11.0112
sample02156,103275.0,b_cell,12388.0,11.9952
sample02156,103275.0,cd4_t_cell,27797.0,26.9155
sample02156,103275.0,cd8_t_cell,32021.0,31.0056
sample02156,103275.0,monocyte,20471.0,19.8218
sample02156,103275.0,nk_cell,10598.0,10.2619
sample02157,103534.0,b_cell,12690.0,12.2568
sample02157,103534.0,cd4_t_cell,24862.0,24.0134
sample02157,103534.0,cd8_t_cell,15943.0,15.3988
sample02157,103534.0,monocyte,28697.0,27.7175
sample02157,103534.0,nk_cell,21342.0,20.6135
sample02158,93444.0,b_cell,9366.0,10.0231
sample02158,93444.0,cd4_t_cell,31117.0,33.3002
sample02158,93444.0,cd8_t_cell,23293.0,24.9272
sample02158,93444.0,monocyte,17338.0,18.5544
sample02158,93444.0,nk_cell,12330.0,13.1951
sample02159,105268.0,b_cell,13182.0,12.5223
sample02159,105268.0,cd4_t_cell,35917.0,34.1196
sample02159,105268.0,cd8_t_cell,17306.0,16.4399
sample02159,105268.0,monocyte,25181.0,23.9208
sample02159,105268.0,nk_cell,13682.0,12.9973
sample02160,94539.0,b_cell,7211.0,7.6275
sample02160,94539.0,cd4_t_cell,35589.0,37.6448
sample02160,94539.0,cd8_t_cell,24738.0,26.167
sample02160,94539.0,monocyte,14990.0,15.8559
sample02160,94539.0,nk_cell,12011.0,12.7048
sample02161,102134.0,b_cell,15715.0,15.3866
sample02161,102134.0,cd4_t_cell,24861.0,24.3416
sample02161,102134.0,cd8_t_cell,38952.0,38.1381
sample02161,102134.0,monocyte,14827.0,14.5172
sample02161,102134.0,nk_cell,7779.0,7.6165
sample02162,106228.0,b_cell,16701.0,15.7218
sample02162,106228.0,cd4_t_cell,31489.0,29.6428
sample02162,106228.0,cd8_t_cell,23784.0,22.3896
sample02162,106228.0,monocyte,19457.0,18.3163
sample02162,106228.0,nk_cell,14797.0,13.9295
sample02163,100178.0,b_cell,6505.0,6.4934
sample02163,100178.0,cd4_t_cell,22819.0,22.7785
sample02163,100178.0,cd8_t_cell,31293.0,31.2374
sample02163,100178.0,monocyte,21569.0,21.5307
sample02163,100178.0,nk_cell,17992.0,17.96
sample02164,103922.0,b_cell,4609.0,4.4351
sample02164,103922.0,cd4_t_cell,26120.0,25.1342
sample02164,103922.0,cd8_t_cell,26951.0,25.9339
sample02164,103922.0,monocyte,30955.0,29.7868
sample02164,103922.0,nk_cell,15287.0,14.7101
sample02165,97484.0,b_cell,8467.0,8.6855
sample02165,97484.0,cd4_t_cell,24704.0,25.3416
sample02165,97484.0,cd8_t_cell,25166.0,25.8155
sample02165,97484.0,monocyte,21103.0,21.6477
sample02165,97484.0,nk_cell,18044.0,18.5097
sample02166,102109.0,b_cell,10912.0,10.6866
sample02166,102109.0,cd4_t_cell,34669.0,33.9529
sample02166,102109.0,cd8_t_cell,25861.0,25.3269
sample02166,102109.0,monocyte,16980.0,16.6293
sample02166,102109.0,nk_cell,13687.0,13.4043
sample02167,97755.0,b_cell,5461.0,5.5864
sample02167,97755.0,cd4_t_cell,38098.0,38.9729
sample02167,97755.0,cd8_t_cell,16959.0,17.3485
sample02167,97755.0,monocyte,21276.0,21.7646
sample02167,97755.0,nk_cell,15961.0,16.3276
sample02168,95270.0,b_cell,7488.0,7.8598
sample02168,95270.0,cd4_t_cell,24622.0,25.8444
sample02168,95270.0,cd8_t_cell,25468.0,26.7324
sample02168,95270.0,monocyte,23659.0,24.8336
sample02168,95270.0,nk_cell,14033.0,14.7297
sample02169,88926.0,b_cell,5273.0,5.9296
sample02169,88926.0,cd4_t_cell,28741.0,32.3201
sample02169,88926.0,cd8_t_cell,27536.0,30.9651
sample02169,88926.0,monocyte,20202.0,22.7178
sample02169,88926.0,nk_cell,7174.0,8.0674
sample02170,101575.0,b_cell,6111.0,6.0162
sample02170,101575.0,cd4_t_cell,28771.0,28.3249
sample02170,101575.0,cd8_t_cell,27310.0,26.8865
sample02170,101575.0,monocyte,23302.0,22.9407
sample02170,101575.0,nk_cell,16081.0,15.8317
sample02171,95918.0,b_cell,6285.0,6.5525
sample02171,95918.0,cd4_t_cell,26631.0,27.7643
sample02171,95918.0,cd8_t_cell,21803.0,22.7309
sample02171,95918.0,monocyte,27202.0,28.3596
sample02171,95918.0,nk_cell,13997.0,14.5927
sample02172,92642.0,b_cell,10152.0,10.9583
sample02172,92642.0,cd4_t_cell,23231.0,25.0761
sample02172,92642.0,cd8_t_cell,27348.0,29.5201
sample02172,92642.0,monocyte,17679.0,19.0831
sample02172,92642.0,nk_cell,14232.0,15.3624
sample02173,111800.0,b_cell,10816.0,9.6744
sample02173,111800.0,cd4_t_cell,38355.0,34.3068
sample02173,111800.0,cd8_t_cell,27341.0,24.4553
sample02173,111800.0,monocyte,18663.0,16.6932
sample02173,111800.0,nk_cell,16625.0,14.8703
sample02174,99281.0,b_cell,5456.0,5.4955
sample02174,99281.0,cd4_t_cell,31456.0,31.6838
sample02174,99281.0,cd8_t_cell,15771.0,15.8852
sample02174,99281.0,monocyte,26164.0,26.3535
sample02174,99281.0,nk_cell,20434.0,20.582
sample02175,103895.0,b_cell,10020.0,9.6444
sample02175,103895.0,cd4_t_cell,31829.0,30.6357
sample02175,103895.0,cd8_t_cell,26528.0,25.5335
sample02175,103895.0,monocyte,23035.0,22.1714
sample02175,103895.0,nk_cell,12483.0,12.015
sample02176,99787.0,b_cell,7470.0,7.4859
sample02176,99787.0,cd4_t_cell,32096.0,32.1645
sample02176,99787.0,cd8_t_cell,24076.0,24.1274
sample02176,99787.0,monocyte,21532.0,21.578
sample02176,99787.0,nk_cell,14613.0,14.6442
sample02177,90006.0,b_cell,5064.0,5.6263
sample02177,90006.0,cd4_t_cell,30326.0,33.6933
sample02177,90006.0,cd8_t_cell,21820.0,24.2428
sample02177,90006.0,monocyte,15102.0,16.7789
sample02177,90006.0,nk_cell,17694.0,19.6587
sample02178,111328.0,b_cell,12492.0,11.2209
sample02178,111328.0,cd4_t_cell,27473.0,24.6775
sample02178,111328.0,cd8_t_cell,25501.0,22.9062
sample02178,111328.0,monocyte,22653.0,20.348
sample02178,111328.0,nk_cell,23209.0,20.8474
sample02179,103084.0,b_cell,10897.0,10.571
sample02179,103084.0,cd4_t_cell,38704.0,37.5461
sample02179,103084.0,cd8_t_cell,17853.0,17.3189
sample02179,103084.0,monocyte,20166.0,19.5627
sample02179,103084.0,nk_cell,15464.0,15.0014
sample02180,107565.0,b_cell,8504.0,7.9059
sample02180,107565.0,cd4_t_cell,42276.0,39.3027
sample02180,107565.0,cd8_t_cell,22408.0,20.8321
sample02180,107565.0,monocyte,21044.0,19.564
sample02180,107565.0,nk_cell,13333.0,12.3953
sample02181,90256.0,b_cell,6694.0,7.4167
sample02181,90256.0,cd4_t_cell,27063.0,29.9847
sample02181,90256.0,cd8_t_cell,25144.0,27.8585
sample02181,90256.0,monocyte,17484.0,19.3716
sample02181,90256.0,nk_cell,13871.0,15.3685
sample02182,99519.0,b_cell,9179.0,9.2234
sample02182,99519.0,cd4_t_cell,33664.0,33.8267
sample02182,99519.0,cd8_t_cell,27328.0,27.4601
sample02182,99519.0,monocyte,13605.0,13.6708
sample02182,99519.0,nk_cell,15743.0,15.8191
sample02183,105690.0,b_cell,11372.0,10.7598
sample02183,105690.0,cd4_t_cell,39049.0,36.9467
sample02183,105690.0,cd8_t_cell,18939.0,17.9194
sample02183,105690.0,monocyte,17965.0,16.9978
sample02183,105690.0,nk_cell,18365.0,17.3763
sample02184,106102.0,b_cell,6246.0,5.8868
sample02184,106102.0,cd4_t_cell,33969.0,32.0154
sample02184,106102.0,cd8_t_cell,17732.0,16.7122
sample02184,106102.0,monocyte,26728.0,25.1909
sample02184,106102.0,nk_cell,21427.0,20.1947
sample02185,99291.0,b_cell,6892.0,6.9412
sample02185,99291.0,cd4_t_cell,26425.0,26.6137
sample02185,99291.0,cd8_t_cell,29329.0,29.5384
sample02185,99291.0,monocyte,27828.0,28.0267
sample02185,99291.0,nk_cell,8817.0,8.88
sample02186,100668.0,b_cell,5874.0,5.835
sample02186,100668.0,cd4_t_cell,39090.0,38.8306
sample02186,100668.0,cd8_t_cell,26620.0,26.4434
sample02186,100668.0,monocyte,14061.0,13.9677
sample02186,100668.0,nk_cell,15023.0,14.9233
sample02187,110043.0,b_cell,12237.0,11.1202
sample02187,110043.0,cd4_t_cell,27252.0,24.7649
sample02187,110043.0,cd8_t_cell,35857.0,32.5845
sample02187,110043.0,monocyte,20328.0,18.4728
sample02187,110043.0,nk_cell,14369.0,13.0576
sample02188,111013.0,b_cell,19972.0,17.9907
sample02188,111013.0,cd4_t_cell,26280.0,23.6729
sample02188,111013.0,cd8_t_cell,29780.0,26.8257
sample02188,111013.0,monocyte,24597.0,22.1569
sample02188,111013.0,nk_cell,10384.0,9.3539
sample02189,108826.0,b_cell,13183.0,12.1138
sample02189,108826.0,cd4_t_cell,25971.0,23.8647
sample02189,108826.0,cd8_t_cell,26182.0,24.0586
sample02189,108826.0,monocyte,21844.0,20.0724
sample02189,108826.0,nk_cell,21646.0,19.8905
sample02190,103232.0,b_cell,6578.0,6.3721
sample02190,103232.0,cd4_t_cell,31314.0,30.3336
sample02190,103232.0,cd8_t_cell,23181.0,22.4552
sample02190,103232.0,monocyte,15572.0,15.0845
sample02190,103232.0,nk_cell,26587.0,25.7546
sample02191,105990.0,b_cell,5272.0,4.9741
sample02191,105990.0,cd4_t_cell,35379.0,33.3796
sample02191,105990.0,cd8_t_cell,35821.0,33.7966
sample02191,105990.0,monocyte,13417.0,12.6587
sample02191,105990.0,nk_cell,16101.0,15.1911
sample02192,108456.0,b_cell,11546.0,10.6458
sample02192,108456.0,cd4_t_cell,32209.0,29.6978
sample02192,108456.0,cd8_t_cell,25958.0,23.9341
sample02192,108456.0,monocyte,24142.0,22.2597
sample02192,108456.0,nk_cell,14601.0,13.4626
sample02193,105207.0,b_cell,7915.0,7.5233
sample02193,105207.0,cd4_t_cell,29494.0,28.0343
sample02193,105207.0,cd8_t_cell,18022.0,17.13
sample02193,105207.0,monocyte,25924.0,24.6409
sample02193,105207.0,nk_cell,23852.0,22.6715
sample02194,101580.0,b_cell,13913.0,13.6966
sample02194,101580.0,cd4_t_cell,33722.0,33.1975
sample02194,101580.0,cd8_t_cell,22953.0,22.596
sample02194,101580.0,monocyte,16549.0,16.2916
sample02194,101580.0,nk_cell,14443.0,14.2184
sample02195,108212.0,b_cell,6235.0,5.7618
sample02195,108212.0,cd4_t_cell,36531.0,33.7587
sample02195,108212.0,cd8_t_cell,31131.0,28.7685
sample02195,108212.0,monocyte,21868.0,20.2085
sample02195,108212.0,nk_cell,12447.0,11.5024
sample02196,108000.0,b_cell,10274.0,9.513
sample02196,108000.0,cd4_t_cell,29923.0,27.7065
sample02196,108000.0,cd8_t_cell,35916.0,33.2556
sample02196,108000.0,monocyte,12500.0,11.5741
sample02196,108000.0,nk_cell,19387.0,17.9509
sample02197,95055.0,b_cell,10789.0,11.3503
sample02197,95055.0,cd4_t_cell,27865.0,29.3146
sample02197,95055.0,cd8_t_cell,25315.0,26.6319
sample02197,95055.0,monocyte,23017.0,24.2144
sample02197,95055.0,nk_cell,8069.0,8.4888
sample02198,94020.0,b_cell,5648.0,6.0072
sample02198,94020.0,cd4_t_cell,23761.0,25.2723
sample02198,94020.0,cd8_t_cell,37213.0,39.5799
sample02198,94020.0,monocyte,17896.0,19.0342
sample02198,94020.0,nk_cell,9502.0,10.1064
sample02199,111219.0,b_cell,15453.0,13.8942
sample02199,111219.0,cd4_t_cell,37104.0,33.3612
sample02199,111219.0,cd8_t_cell,25000.0,22.4782
sample02199,111219.0,monocyte,18956.0,17.0439
sample02199,111219.0,nk_cell,14706.0,13.2226
sample02200,104262.0,b_cell,9360.0,8.9774
sample02200,104262.0,cd4_t_cell,32926.0,31.5801
sample02200,104262.0,cd8_t_cell,25485.0,24.4432
sample02200,104262.0,monocyte,26337.0,25.2604
sample02200,104262.0,nk_cell,10154.0,9.7389
sample02201,110680.0,b_cell,9074.0,8.1984
sample02201,110680.0,cd4_t_cell,30379.0,27.4476
sample02201,110680.0,cd8_t_cell,32568.0,29.4254
sample02201,110680.0,monocyte,21969.0,19.8491
sample02201,110680.0,nk_cell,16690.0,15.0795
sample02202,109138.0,b_cell,9590.0,8.787
sample02202,109138.0,cd4_t_cell,29887.0,27.3846
sample02202,109138.0,cd8_t_cell,29594.0,27.1161
sample02202,109138.0,monocyte,20931.0,19.1785
sample02202,109138.0,nk_cell,19136.0,17.5338
sample02203,108251.0,b_cell,10024.0,9.26
sample02203,108251.0,cd4_t_cell,27192.0,25.1194
sample02203,108251.0,cd8_t_cell,26868.0,24.8201
sample02203,108251.0,monocyte,26067.0,24.0801
sample02203,108251.0,nk_cell,18100.0,16.7204
sample02204,94170.0,b_cell,5986.0,6.3566
sample02204,94170.0,cd4_t_cell,30359.0,32.2385
sample02204,94170.0,cd8_t_cell,21496.0,22.8268
sample02204,94170.0,monocyte,14353.0,15.2416
sample02204,94170.0,nk_cell,21976.0,23.3365
sample02205,95117.0,b_cell,8326.0,8.7534
sample02205,95117.0,cd4_t_cell,30240.0,31.7924
sample02205,95117.0,cd8_t_cell,20341.0,21.3852
sample02205,95117.0,monocyte,18634.0,19.5906
sample02205,95117.0,nk_cell,17576.0,18.4783
sample02206,105374.0,b_cell,22224.0,21.0906
sample02206,105374.0,cd4_t_cell,27288.0,25.8963
sample02206,105374.0,cd8_t_cell,18907.0,17.9428
sample02206,105374.0,monocyte,23786.0,22.5729
sample02206,105374.0,nk_cell,13169.0,12.4974
sample02207,98748.0,b_cell,15963.0,16.1654
sample02207,98748.0,cd4_t_cell,25423.0,25.7453
sample02207,98748.0,cd8_t_cell,20252.0,20.5088
sample02207,98748.0,monocyte,24226.0,24.5332
sample02207,98748.0,nk_cell,12884.0,13.0474
sample02208,104094.0,b_cell,8899.0,8.549
sample02208,104094.0,cd4_t_cell,27402.0,26.3243
sample02208,104094.0,cd8_t_cell,22830.0,21.9321
sample02208,104094.0,monocyte,24034.0,23.0887
sample02208,104094.0,nk_cell,20929.0,20.1059
sample02209,97388.0,b_cell,15989.0,16.4178
sample02209,97388.0,cd4_t_cell,32837.0,33.7177
sample02209,97388.0,cd8_t_cell,25285.0,25.9632
sample02209,97388.0,monocyte,13204.0,13.5581
sample02209,97388.0,nk_cell,10073.0,10.3432
sample02210,94250.0,b_cell,9143.0,9.7008
sample02210,94250.0,cd4_t_cell,30307.0,32.156
sample02210,94250.0,cd8_t_cell,17529.0,18.5984
sample02210,94250.0,monocyte,25329.0,26.8743
sample02210,94250.0,nk_cell,11942.0,12.6706
sample02211,108301.0,b_cell,11217.0,10.3572
sample02211,108301.0,cd4_t_cell,32836.0,30.3192
sample02211,108301.0,cd8_t_cell,30272.0,27.9517
sample02211,108301.0,monocyte,21714.0,20.0497
sample02211,108301.0,nk_cell,12262.0,11.3221
sample02212,111883.0,b_cell,11902.0,10.6379
sample02212,111883.0,cd4_t_cell,34957.0,31.2442
sample02212,111883.0,cd8_t_cell,25940.0,23.1849
sample02212,111883.0,monocyte,22792.0,20.3713
sample02212,111883.0,nk_cell,16292.0,14.5616
sample02213,102227.0,b_cell,9824.0,9.61
sample02213,102227.0,cd4_t_cell,28386.0,27.7676
sample02213,102227.0,cd8_t_cell,16651.0,16.2883
sample02213,102227.0,monocyte,20720.0,20.2686
sample02213,102227.0,nk_cell,26646.0,26.0655
sample02214,106559.0,b_cell,12818.0,12.029
sample02214,106559.0,cd4_t_cell,31790.0,29.8332
sample02214,106559.0,cd8_t_cell,28085.0,26.3563
sample02214,106559.0,monocyte,17594.0,16.511
sample02214,106559.0,nk_cell,16272.0,15.2704
sample02215,105421.0,b_cell,11477.0,10.8868
sample02215,105421.0,cd4_t_cell,36516.0,34.6383
sample02215,105421.0,cd8_t_cell,22039.0,20.9057
sample02215,105421.0,monocyte,18521.0,17.5686
sample02215,105421.0,nk_cell,16868.0,16.0006
sample02216,98927.0,b_cell,7967.0,8.0534
sample02216,98927.0,cd4_t_cell,25978.0,26.2598
sample02216,98927.0,cd8_t_cell,28372.0,28.6797
sample02216,98927.0,monocyte,23421.0,23.675
sample02216,98927.0,nk_cell,13189.0,13.3321
sample02217,99664.0,b_cell,7539.0,7.5644
sample02217,99664.0,cd4_t_cell,30809.0,30.9129
sample02217,99664.0,cd8_t_cell,25851.0,25.9382
sample02217,99664.0,monocyte,19342.0,19.4072
sample02217,99664.0,nk_cell,16123.0,16.1774
sample02218,88775.0,b_cell,15729.0,17.7178
sample02218,88775.0,cd4_t_cell,16353.0,18.4207
sample02218,88775.0,cd8_t_cell,23486.0,26.4556
sample02218,88775.0,monocyte,15020.0,16.9192
sample02218,88775.0,nk_cell,18187.0,20.4866
sample02219,101629.0,b_cell,11536.0,11.3511
sample02219,101629.0,cd4_t_cell,20374.0,20.0474
sample02219,101629.0,cd8_t_cell,25741.0,25.3284
sample02219,101629.0,monocyte,23349.0,22.9747
sample02219,101629.0,nk_cell,20629.0,20.2983
sample02220,98587.0,b_cell,6779.0,6.8762
sample02220,98587.0,cd4_t_cell,35490.0,35.9987
sample02220,98587.0,cd8_t_cell,23026.0,23.356
sample02220,98587.0,monocyte,21368.0,21.6743
sample02220,98587.0,nk_cell,11924.0,12.0949
sample02221,101034.0,b_cell,6745.0,6.676
sample02221,101034.0,cd4_t_cell,30384.0,30.073
sample02221,101034.0,cd8_t_cell,28771.0,28.4766
sample02221,101034.0,monocyte,18670.0,18.4789
sample02221,101034.0,nk_cell,16464.0,16.2955
sample02222,91779.0,b_cell,5852.0,6.3762
sample02222,91779.0,cd4_t_cell,37339.0,40.6836
sample02222,91779.0,cd8_t_cell,21529.0,23.4574
sample02222,91779.0,monocyte,19332.0,21.0636
sample02222,91779.0,nk_cell,7727.0,8.4191
sample02223,107954.0,b_cell,11886.0,11.0102
sample02223,107954.0,cd4_t_cell,27466.0,25.4423
sample02223,107954.0,cd8_t_cell,27784.0,25.7369
sample02223,107954.0,monocyte,22315.0,20.6708
sample02223,107954.0,nk_cell,18503.0,17.1397
sample02224,101823.0,b_cell,11957.0,11.7429
sample02224,101823.0,cd4_t_cell,30852.0,30.2996
sample02224,101823.0,cd8_t_cell,27684.0,27.1884
sample02224,101823.0,monocyte,17888.0,17.5677
sample02224,101823.0,nk_cell,13442.0,13.2013
sample02225,93130.0,b_cell,7284.0,7.8213
sample02225,93130.0,cd4_t_cell,30097.0,32.3172
sample02225,93130.0,cd8_t_cell,26469.0,28.4216
sample02225,93130.0,monocyte,18829.0,20.218
sample02225,93130.0,nk_cell,10451.0,11.2219
sample02226,106065.0,b_cell,8693.0,8.1959
sample02226,106065.0,cd4_t_cell,45249.0,42.6616
sample02226,106065.0,cd8_t_cell,24396.0,23.001
sample02226,106065.0,monocyte,17097.0,16.1194
sample02226,106065.0,nk_cell,10630.0,10.0222
sample02227,95184.0,b_cell,7561.0,7.9436
sample02227,95184.0,cd4_t_cell,33359.0,35.0469
sample02227,95184.0,cd8_t_cell,28610.0,30.0576
sample02227,95184.0,monocyte,19489.0,20.4751
sample02227,95184.0,nk_cell,6165.0,6.4769
sample02228,103478.0,b_cell,6321.0,6.1085
sample02228,103478.0,cd4_t_cell,35137.0,33.956
sample02228,103478.0,cd8_t_cell,22196.0,21.45
sample02228,103478.0,monocyte,18197.0,17.5854
sample02228,103478.0,nk_cell,21627.0,20.9001
sample02229,105453.0,b_cell,13383.0,12.691
sample02229,105453.0,cd4_t_cell,35433.0,33.6008
sample02229,105453.0,cd8_t_cell,24685.0,23.4085
sample02229,105453.0,monocyte,17924.0,16.9971
sample02229,105453.0,nk_cell,14028.0,13.3026
sample02230,93347.0,b_cell,11659.0,12.49
sample02230,93347.0,cd4_t_cell,26129.0,27.9913
sample02230,93347.0,cd8_t_cell,26555.0,28.4476
sample02230,93347.0,monocyte,18157.0,19.4511
sample02230,93347.0,nk_cell,10847.0,11.6201
sample02231,100536.0,b_cell,10861.0,10.8031
sample02231,100536.0,cd4_t_cell,34720.0,34.5349
sample02231,100536.0,cd8_t_cell,21977.0,21.8598
sample02231,100536.0,monocyte,19337.0,19.2339
sample02231,100536.0,nk_cell,13641.0,13.5683
sample02232,92718.0,b_cell,9334.0,10.0671
sample02232,92718.0,cd4_t_cell,29112.0,31.3984
sample02232,92718.0,cd8_t_cell,21691.0,23.3946
sample02232,92718.0,monocyte,20136.0,21.7175
sample02232,92718.0,nk_cell,12445.0,13.4224
sample02233,97633.0,b_cell,7074.0,7.2455
sample02233,97633.0,cd4_t_cell,31069.0,31.8222
sample02233,97633.0,cd8_t_cell,30572.0,31.3132
sample02233,97633.0,monocyte,16800.0,17.2073
sample02233,97633.0,nk_cell,12118.0,12.4118
sample02234,94074.0,b_cell,6698.0,7.1199
sample02234,94074.0,cd4_t_cell,24443.0,25.9827
sample02234,94074.0,cd8_t_cell,24591.0,26.1401
sample02234,94074.0,monocyte,21838.0,23.2136
sample02234,94074.0,nk_cell,16504.0,17.5436
sample02235,110676.0,b_cell,17429.0,15.7478
sample02235,110676.0,cd4_t_cell,22749.0,20.5546
sample02235,110676.0,cd8_t_cell,25545.0,23.0809
sample02235,110676.0,monocyte,33019.0,29.8339
sample02235,110676.0,nk_cell,11934.0,10.7828
sample02236,101099.0,b_cell,7182.0,7.1039
sample02236,101099.0,cd4_t_cell,21053.0,20.8241
sample02236,101099.0,cd8_t_cell,31356.0,31.0151
sample02236,101099.0,monocyte,19563.0,19.3503
sample02236,101099.0,nk_cell,21945.0,21.7064
sample02237,106187.0,b_cell,13592.0,12.8001
sample02237,106187.0,cd4_t_cell,30996.0,29.19
sample02237,106187.0,cd8_t_cell,27424.0,25.8261
sample02237,106187.0,monocyte,21595.0,20.3368
sample02237,106187.0,nk_cell,12580.0,11.847
sample02238,91562.0,b_cell,9391.0,10.2564
sample02238,91562.0,cd4_t_cell,30092.0,32.8652
sample02238,91562.0,cd8_t_cell,22716.0,24.8094
sample02238,91562.0,monocyte,16049.0,17.528
sample02238,91562.0,nk_cell,13314.0,14.541
sample02239,90216.0,b_cell,11705.0,12.9744
sample02239,90216.0,cd4_t_cell,28004.0,31.0411
sample02239,90216.0,cd8_t_cell,21279.0,23.5867
sample02239,90216.0,monocyte,15918.0,17.6443
sample02239,90216.0,nk_cell,13310.0,14.7535
sample02240,97273.0,b_cell,7500.0,7.7103
sample02240,97273.0,cd4_t_cell,33459.0,34.397
sample02240,97273.0,cd8_t_cell,18502.0,19.0207
sample02240,97273.0,monocyte,17255.0,17.7387
sample02240,97273.0,nk_cell,20557.0,21.1333
sample02241,96749.0,b_cell,7108.0,7.3468
sample02241,96749.0,cd4_t_cell,36611.0,37.8412
sample02241,96749.0,cd8_t_cell,22452.0,23.2064
sample02241,96749.0,monocyte,17952.0,18.5552
sample02241,96749.0,nk_cell,12626.0,13.0503
sample02242,86703.0,b_cell,6264.0,7.2247
sample02242,86703.0,cd4_t_cell,30721.0,35.4325
sample02242,86703.0,cd8_t_cell,17987.0,20.7455
sample02242,86703.0,monocyte,21521.0,24.8215
sample02242,86703.0,nk_cell,10210.0,11.7758
sample02243,97134.0,b_cell,7965.0,8.2
sample02243,97134.0,cd4_t_cell,25219.0,25.9631
sample02243,97134.0,cd8_t_cell,32773.0,33.74
sample02243,97134.0,monocyte,21702.0,22.3423
sample02243,97134.0,nk_cell,9475.0,9.7546
sample02244,98219.0,b_cell,8062.0,8.2082
sample02244,98219.0,cd4_t_cell,28722.0,29.2428
sample02244,98219.0,cd8_t_cell,18766.0,19.1063
sample02244,98219.0,monocyte,21286.0,21.672
sample02244,98219.0,nk_cell,21383.0,21.7707
sample02245,107812.0,b_cell,16544.0,15.3452
sample02245,107812.0,cd4_t_cell,31767.0,29.4652
sample02245,107812.0,cd8_t_cell,23358.0,21.6655
sample02245,107812.0,monocyte,25246.0,23.4167
sample02245,107812.0,nk_cell,10897.0,10.1074
sample02246,95934.0,b_cell,3815.0,3.9767
sample02246,95934.0,cd4_t_cell,30066.0,31.3403
sample02246,95934.0,cd8_t_cell,27061.0,28.2079
sample02246,95934.0,monocyte,20458.0,21.3251
sample02246,95934.0,nk_cell,14534.0,15.15
sample02247,103148.0,b_cell,7549.0,7.3186
sample02247,103148.0,cd4_t_cell,26855.0,26.0354
sample02247,103148.0,cd8_t_cell,37263.0,36.1258
sample02247,103148.0,monocyte,21567.0,20.9088
sample02247,103148.0,nk_cell,9914.0,9.6114
sample02248,96814.0,b_cell,12283.0,12.6872
sample02248,96814.0,cd4_t_cell,29772.0,30.7518
sample02248,96814.0,cd8_t_cell,21273.0,21.9731
sample02248,96814.0,monocyte,16331.0,16.8684
sample02248,96814.0,nk_cell,17155.0,17.7195
